MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
5.219275190594941,34.00066170530958,8.262564525189163,2.40622169841133,472.56985693410115,2.0071995490041896,36.31347422471305,-123.86934460088038,3.144765055037728
2.664477416126911,18.46048409830276,9.539234006468181,2.609526023593324,707.9832018674481,4.726724622710014,35.65794377212394,-120.6569615927733,2.368855284159178
6.522290369400105,21.815990079781667,2.1781505650368,0.328894185750089,1085.331157263513,3.2953405767895525,40.765245868142806,-116.23585947186668,3.547471045256955
7.172701473493267,23.44255551991117,6.810982102490783,1.272713740482429,387.42802083418337,3.6825130169593954,37.123834085400766,-117.15921033904836,4.131565559863466
1.689584102870467,7.416157933926548,8.110752538306865,2.247556511782074,1148.6383760489744,2.751208613893423,34.648861049568026,-114.83668614064197,1.4723092053289297
,5.677907632009341,4.278460709199115,0.9666919501549389,83.4283328774122,2.4668614936186906,35.24361013474991,-120.14444274316189,1.7942420683445326
4.7775133982851195,35.041986080484655,8.300444678905734,2.779454340341022,385.9227809707279,3.2611200958127453,33.79646656315555,-117.2804257343631,3.121806062206359
3.8262251009532213,34.43140465549567,7.05884040613041,2.138439304444435,390.6937755169787,2.5301304119219177,41.22656176615675,-117.71351443455939,2.267737646308647
4.444197982256747,34.80839542471486,9.43330105816856,2.2590568882034567,225.51902017822775,2.702760740054175,32.97828553924645,-122.28612770778575,2.9671484637489685
2.925536949201956,2.0080887124772753,9.848038490830183,2.953456243274649,2716.470836882629,3.084628059948,32.622039361281,-121.40345844662689,2.1495728625050323
6.956656614363047,17.653888976260774,2.3387689119896384,0.807064398635454,382.62136377250744,3.270067905145244,34.23839486850525,-119.09573875934284,4.101041674572156
6.612064716957381,11.088302210219043,5.55950208821605,1.346490084743484,291.1432408662213,4.9450990412364355,40.203303170150946,-116.3740953461396,3.7202507117689954
4.632123252257693,40.68572254974463,6.375902300625746,1.7757218024538817,411.8955059091513,2.281629058566792,37.47293447299527,-119.78951010847808,2.9578708964600664
7.874428443574401,44.89215047120263,3.17394586566122,1.0592502312297936,81.26772970665505,3.2079165770892653,38.44551123008137,-122.17703633100962,4.12112464154655
5.661872518313581,13.580699238533514,4.690286643418894,0.9368140856938282,219.6654395878583,2.0232910882126864,35.898450916449484,-114.36664995914022,3.865463897195466
2.9164110520344204,35.060307101247304,,3.2407707599275346,885.8892790256244,2.7249973144779043,33.152440862717114,-123.32109617519258,1.7219411699415013
5.3890838162532155,7.597502976371997,2.1298436507397716,0.3610275424877077,243.92083259155353,4.010587515472415,40.6335025436756,-114.74993314358845,2.7219942785968674
2.774744579629808,,5.6200634521950725,1.5718734906617384,207.86729468359124,2.110617503162011,34.32299558519137,-116.24772785800901,1.8109701505118732
6.95336107544422,8.071379307904396,8.741236973745568,2.679780311148313,1150.1187871668883,3.534729576425151,32.81406240517859,-115.9432861030599,3.866950717391547
4.371197698793706,15.459559096560689,4.591210101754307,1.2530387717496985,1178.7425583552524,2.9584535824880254,37.94068929136534,-116.3918406524667,2.306574223540718
4.086009487016319,35.41156391481317,5.838388022041227,1.4543830963199345,610.08139197211,1.6805284054156555,33.29124759365371,-122.37665639869286,2.6536631654917384
3.1884510282837812,47.426672419447875,9.82436596630384,2.686663662526833,,4.765763345174556,33.40973759266843,-118.04765975056853,2.0346081833353153
8.258728733540133,11.328642804133484,5.799014691805631,1.0457522188559905,333.0934722057678,2.947610991025102,40.10358179908399,-116.7811519130005,4.623172160487234
4.1484520263737155,28.64603078248668,3.0473704971719924,0.5884903391187423,212.01987721821064,4.243742875129081,37.170291098520956,-116.89400492056315,2.2591705935263797
3.6176914047997233,36.77094616341505,2.4137719333311285,0.49236088225292984,182.03181960268643,2.957097210561301,34.79433029634786,-121.73003322045041,1.84351159392314
3.7581740887396027,49.599045892763854,9.563332579519589,2.577852415650135,174.94415511253325,4.780761125525746,35.81195102191543,-122.65258224481045,2.7807587422533406
5.848320890488747,32.11308462724587,4.1264753062005255,0.9836700696485849,246.05534112925565,2.516646170501141,39.42778929901013,-121.1531455640716,3.058368728579007
5.380181083132333,14.010453482396414,6.032511252516407,1.1998373420303121,176.30636772692347,2.942807273906939,33.13036437518772,-119.6055863001506,2.916115254464894
5.508907379655148,32.89938600261075,2.725614128719749,0.8900816370397449,115.47290401483882,4.156024840907502,33.606565851365495,-118.64743637995049,3.2374352246652025
5.558957004262048,17.345049245578824,5.3892409644048405,1.2114171244995027,480.83401904493985,2.702835603482999,38.35448933241041,-115.96310630434456,3.276706658821472
13.076592507555658,50.78254792527709,9.440844154000992,,486.7138944492562,2.7752497496731277,38.26623147743752,-116.65585087741292,5.0
3.6575462233950566,21.38348289334548,6.019303949047507,1.3961186539572017,1572.833748481764,4.981881106949782,41.73839075308603,-117.60326463820154,2.1784041664392126
3.469042556137418,35.95681375881173,9.769081214418623,1.8208452834607798,236.35367481656525,3.444650839916232,36.05822007192677,-121.81240921198385,2.568309438330236
2.9835493113854055,2.1846066996846822,4.070685097899197,1.206247402471343,511.26112714073247,3.912831587845518,33.1182374581864,-119.61541891086358,2.4398654110136966
6.098176007416848,21.403133752872524,6.036361917631497,1.4468655628461111,518.1009271921229,3.7521178195376343,37.60660563107147,-121.0785540838948,3.42543165600992
7.881247049491893,,8.876246334474601,1.3602973725900687,329.287079086991,4.397734515048003,38.564294711737006,-122.10373256858455,4.137300038001525
4.233488133822498,32.121599666095534,5.58601883642995,1.9149025654561727,731.7704493524844,4.516387848046101,33.826226464969366,-124.39549732408851,2.7269112143901406
2.9444491728219786,23.641087206194793,4.235898988561517,1.326483299736688,750.0826117621297,3.4713964636460837,37.752188748584366,-121.03748790017896,2.070648309878375
2.9676173510771586,48.73281247122202,8.843802907343054,2.6063736999719285,524.2291386076971,2.5309462623823977,34.37878765575351,-121.88761406931086,1.484868740732586
6.204633762270765,44.553203183508685,5.119115750980872,1.6576637393312967,328.81268297458536,1.579800866512393,40.52493554987015,-118.66659626493846,3.062613928627675
6.498862006180159,17.432999364969852,6.245786328481873,2.0696128186998286,303.0736705716188,3.6504113787251207,40.43403420994638,-123.86452194310614,3.0734530968055704
5.880119790003516,28.77196850410832,9.812216531321166,2.1341368949253976,135.0705022438278,4.389140916429668,36.5814764119852,-121.74070011355595,3.7537842743917804
3.213128735350018,25.9810370607156,3.491866358046911,0.9504571647710509,211.72023926830735,3.0768893192908084,41.68406030987164,-124.04335120211816,1.9012613706436585
5.033324305457071,33.24232750585798,4.4112050937614855,1.1987959858821202,245.27842181349942,2.076471491718025,41.80785180727255,-117.95753737396295,2.8346245762310844
4.75094195437346,18.039674614896533,2.2485568005587195,0.45749121770204015,164.1568855981789,2.5082872552747433,33.727885345002385,-118.70446650260003,2.2699030966496503
4.999531951560332,13.454455039060301,5.134701679280422,0.9981369715371285,573.6039487131154,3.284961253291526,35.99328114590844,-121.05770376464037,2.746826578360956
